room,idx,original,translation,comments
71,22,Shouldn't you go to the altar to pray?,האם לא כדאי לך להתקרב לבמה ולהתפלל?,
71,23,Your arms will not reach.,הידיים שלך לא מגיעות.,
71,24,You should not talk while kneeling at the altar. It shows a lack of respect.,לא כדאי לדבר בזמן תפילה. זה חוסר כבוד.,
71,25,You already are.,אתה כבר עושה זאת.,
71,26,You already have a cross.,יש לך כבר צלב.,
72,1,This is a room inside the hollowed-out trunk of a large tree. A door goes to the outside. A narrow ladder leads down through a hole in the ground.,זה חדר בתוך גזע עץ חלול. דלת יוצאת החוצה. סולם צר יורד דרך חור באדמה.,
72,2,"When you look down, you see the bottom of the ladder in an underground tunnel.","כשמסתכלים למטה, רואים את תחתית הסולם במנהרה תת-קרקעית.",
72,3,You can get on the ladder yourself.,אתה יכול לטפס על הסולם בעצמך.,
72,4,You are climbing the ladder.,אתה מטפס על הסולם.,
72,5,Through the open door you see the woodland in which this tree grows.,דרך הדלת הפתוחה רואים את היער שבו גדל העץ.,
73,1,You are in a musty underground passageway. There is a narrow ladder leading up through a hole in the ground.,אתה במעבר תת-קרקעי מעופש. יש סולם צר שעולה דרך חור באדמה.,
73,2,The ladder goes up through a hole in the ground. You cannot see the top of the ladder.,הסולם עולה דרך חור באדמה. לא רואים את הקצה העליון.,
73,3,Just go toward the ladder.,פשוט לך לכיוון הסולם.,
74,1,"You have stumbled onto the home of the thieving dwarf! Unfortunately for you, he is home!","נתקלת בבית של הגמד הגנב! לרוע מזלך, הוא בבית!",
74,2,"It seems you have entered the underground home of the little dwarf. It is cozy, with a fire crackling in the hearth. A pot of chicken soup bubbling above the fire gives a delicious aroma to the room. There is a trunk tucked away in the corner.","נראה שנכנסת לבית התת-קרקעי של הגמד הקטן. המקום נעים, עם אש מתפצפצת באח. סיר מרק עוף מבעבע מעל האש ומפיץ ריח מגרה בחלל החדר. יש תיבה בפינה.",
74,3,"It seems you have entered the underground home of the little dwarf. It is cozy, with a fire crackling in the hearth. There is a trunk tucked away in the corner.","נראה שנכנסת לבית התת-קרקעי של הגמד הקטן. המקום נעים, עם אש מתפצפצת באח. יש תיבה בפינה.",
74,4,There is a pot of chicken soup boiling over the fire.,יש סיר מרק עוף שרותח מעל האש.,
74,5,The fire is crackling merrily in the fireplace.,האש מתפצפצת בעליזות בקמין.,
74,6,The trunk looks old and worn. The hinges are loose.,התיבה נראית ישנה ובלויה. הצירים רופפים.,
74,7,You look inside and notice...,אתה מסתכל פנימה ומבחין...,
74,8,You look inside and notice...nothing.,אתה מסתכל פנימה ומבחין... בכלום.,
74,9,The trunk lid is already open.,מכסה התיבה כבר פתוח.,
74,10,earrings,עגילים,
74,11,bracelet,צמיד,
74,12,necklace,שרשרת,
74,13,brooch,סיכה,
74,14,tiara,נזר,
74,15,The lid of the trunk is already closed.,מכסה התיבה כבר סגור.,
74,16,You grab the wooden handle of the bubbling pot of chicken soup. You take the pot with you.,אתה אוחז בידית העץ של סיר מרק העוף המבעבע. אתה לוקח את הסיר איתך.,
74,17,You reach into the trunk and get it.,אתה מכניס יד לתיבה ולוקח את העגילים.,
74,19,You are too far away.,אתה רחוק מדי.,
74,20,You will have to open it to see inside.,תצטרך לפתוח כדי לראות מה בפנים.,
74,21,The stocking hats of the dwarf are sitting on the table.,כובעי הגרב של הגמד מונחים על השולחן.,
74,22,Those hats wouldn't fit you.,הכובעים האלה לא יתאימו לך.,
74,23,OUCH!!!! This fire is HOT! You're going to burn yourself.,אוווצ'!!!! האש הזו לוהטת! אתה הולך לצרוב את עצמך.,
75,1,The lavender waterfall tumbles down from the towering blue cliffs.,המפל הסגול נושר מהצוקים הכחולים הגבוהים.,
75,2,You fall into the swift water and are washed out to sea where you drown.,אתה נופל למים הזורמים ונסחף אל הים שם אתה טובע.,
75,3,Ahhhhh! The lavender water is strangely refreshing.,אההה! המים הסגולים מרעננים באופן מוזר.,
75,4,You need to be a little closer to drink the water.,אתה צריך להתקרב קצת כדי לשתות את המים.,
78,1,A glint of metal catches your eye. You look toward the direction of the glint and see an amulet lying on the ground!,נצנוץ מתכת תופס את העין. אתה מסתכל לכיוון הנצנוץ ורואה קמע מונח על הקרקע!,
78,2,You can't reach the amulet from here.,אתה לא יכול להגיע לקמע מכאן.,
78,3,OK.,בסדר.,
83,1,"The tower is built of creamy, opaque quartz blocks. You see a tiny window near the top. A delicate hand, waving a hanky, appears from the window.",המגדל בנוי מלבני קוורץ קרמיים ואטומים. אתה רואה חלון קטן סמוך לקצה המגדל. יד עדינה מנופפת במטפחת מציצה מהחלון.,
83,2,"The tower was built of creamy, opaque quartz blocks. You see a tiny window near the top.",המגדל נבנה מלבני קוורץ קרמיים ואטומים. אתה רואה חלון קטן סמוך לקצה המגדל.,
83,3,There are no footholds or handholds in the tower walls. It would be impossible to climb it.,אין אחיזות רגל או יד בקירות המגדל. זה יהיה בלתי אפשרי לטפס עליו.,
83,4,You must do that from inside the quartz tower.,אתה חייב לעשות את זה מתוך מגדל הקוורץ.,
83,5,You see a small hand waving a hanky from the window at the top of the tower.,אתה רואה יד קטנה מנופפת במטפחת מהחלון בראש המגדל.,
83,6,You see nothing of interest from the window.,אתה לא רואה כלום מעניין מהחלון.,
83,7,You cannot see the girl's face. You can only see her hand waving from the window at the top of the quartz tower.,אתה לא יכול לראות את פניה של הבחורה. אתה רק רואה את ידה מנופפת מהחלון בראש מגדל הקוורץ.,
83,8,The thick door is fashioned from a wood unknown to you.,הדלת העבה עשויה מעץ לא מוכר לך.,
83,9,"King Graham may be a hero, but even he can't open a door from THIS far away!","המלך גרהאם אולי גיבור, אבל אפילו הוא לא יכול לפתוח דלת מהמרחק הזה!",
83,10,You hear what sounds like a distant roar.,אתה שומע מה שנשמע כמו שאגה רחוקה.,
83,11,You need to get closer to the door.,אתה צריך להתקרב יותר לדלת.,
83,12,The maiden cannot hear you from up in the tower.,העלמה לא יכולה לשמוע אותך מלמעלה במגדל.,
88,1,You notice a tower in the middle of the small island. From this distance it is difficult to see any details.,אתה מבחין במגדל באמצע האי הקטן. מהמרחק הזה קשה לראות פרטים.,
90,1,You have found her! The girl from the magic mirror! She is even more beautiful than you had imagined!,מצאת אותה! הבחורה מהמראה הקסומה! היא יפה אפילו יותר ממה שדמיינת!,
90,2,The room at the top of the tower is very tiny. You are angered at the thought of Valanice having been imprisoned in this small room.,החדר בראש המגדל קטן מאוד. אתה כועס על המחשבה שוולאניס נכלאה בחדר הקטן הזה.,
90,3,She is even more lovely than she appeared in the mirror. Her long auburn hair tumbles in luscious waves down her back. She has the bluest eyes you've ever seen and soft creamy skin.,היא נראית יפה אף יותר מחזיונה במראה. שערה הערמוני גולש בגלים מרהיבים על גבה. עיניה הן הכחולות ביותר שראית ועורה חלק.,
90,4,You see the view of the colorful ocean crashing onto the blue shore of the island.,אתה רואה את הנוף של הים הצבעוני נפגש עם החוף הכחול של האי.,
90,5,"Don't be so rough! Valanice is very grateful to you for rescuing her. She will follow you anywhere! Except, of course, down those dreadful stairs. She is deathly afraid of them.",אל תהיה כל כך גס! ולאניס מאוד אסירת תודה לך על שהצלת אותה. היא תלך איתך לכל מקום! חוץ מלרדת במדרגות הנוראיות האלה. היא פוחדת מהן פחד מוות.,
90,6,"My name is Valanice, what is your name?","שמי ולאניס, איך קוראים לך?",
90,7,ARE YOU OUT OF YOUR GOURD???? I thought you wanted to win this game! Don't ever try something like that again!,האם השתגעת???? חשבתי שאתה רוצה לנצח במשחק! לעולם אל תנסה משהו כזה שוב!,
90,8,"You tentatively embrace the beautiful girl. Your lips meet hers, and you are both in ecstasy. This was well worth playing the game for!","אתה מחבק בהיסוס את הבחורה היפה. השפתיים שלכם נפגשות, ושניכם באקסטזה. היה שווה לשחק את המשחק בשביל זה!",
90,9,"Don't be impatient; you just met. Take some time, and get acquainted.",אל תהיה חסר סבלנות; זה עתה הכרתם. קחו קצת זמן ותכירו.,
90,10,"Come closer, kind sir.","התקרב, אדון נחמד.",
90,11,"Oh, Graham, I am forever grateful to you!","הו, גרהאם, אני אסירת תודה לך לנצח!",
90,12,Hello.,שלום.,
90,13,"Yes, of course I will!","כן, בוודאי שאני אסכים!",
90,14,"I love you, too!",גם אני אוהבת אותך!,
90,15,This is no time for small talk!,זה לא זמן לשיחת חולין!,
90,30,She is even more lovely than she appeared in the mirror. Her long auburn hair tumbles down to cover her large firm breasts. Her erect nipples are one of the indications that her warm thighs would welcome your tender kisses.,***צנזורה***,
91,1,Be careful!!! There is a huge lion with dripping fangs at the top of the stairs. He has a hungry look in his eye!,זהירות!!! יש אריה ענק עם ניבים נוטפים בראש המדרגות. יש לו מבט רעב בעין!,
91,2,You are at the top of the wooden steps in the quartz tower. A door leads off to the north.,אתה בראש המדרגות העץ במגדל הקוורץ. דלת מובילה צפונה.,
91,3,The lion is sound asleep.,האריה ישן עמוק.,
91,4,The heavy door is closed.,הדלת הכבדה סגורה.,
91,5,The wooden steps spiral steeply downward.,מדרגות העץ יורדות בספירלה תלולה.,
91,6,You can't. A huge hungry lion blocks the door. You had better not get too close!,אתה לא יכול. אריה רעב ענק חוסם את הדלת. כדאי שלא תתקרב יותר מדי!,
91,7,This is the BIGGEST lion you have ever seen! He could eat you with two bites of his powerful jaws. His tail thumps repeatedly on the floor.,זה האריה הכי גדול שראית אי פעם! הוא יכול לאכול אותך בשתי נשיכות של הלסתות החזקות שלו. הזנב שלו מצליף שוב ושוב על הרצפה.,
91,8,The huge lion just snarls at you. You might be irritating him.,האריה הענק פשוט נוהם עליך. אולי אתה מעצבן אותו.,
91,9,There is no way you could hold an enormous lion.,אין דרך שתוכל להחזיק אריה ענק.,
91,10,You have nothing with which to kill a lion.,אין לך במה להרוג אריה.,
91,11,"With one mighty heave of your sword, you fatally wound the large lion. He slumps to the floor.","במכה חזקה אחת של החרב שלך, אתה פוצע את האריה הגדול פצע קטלני. הוא קורס לרצפה.",
91,12,The large lion has succumbed from the blow of your sword. He is dead.,האריה הגדול נכנע ממכת החרב שלך. הוא מת.,
91,13,That would be a wrong move!,זה יהיה מהלך שגוי!,
91,14,"CRUNCH! SNARL! CHOMP! Well, you made a nice meal for the hungry lion! SMACK! SLURP!","קראנץ'! נהמה! כם! ובכן, הכנת ארוחה נחמדה לאריה הרעב! סטר! חרק!",
91,15,The lion sniffs at it but does not appear interested.,האריה מרחרח את זה אבל לא נראה מתעניין.,
91,17,"Hungrily, the lion gobbles down the smoked ham and then falls fast asleep.","בבטן רעבה, האריה זולל את החזיר המעושן ואז נרדם עמוק.",
91,18,You are not carrying it.,אתה לא נושא את זה.,
91,19,There is not enough sustenance in chicken soup to satisfy a hungry lion.,אין מספיק מזון במרק העוף כדי להשביע אריה רעב.,
91,20,The lion sniffs the goodies in the basket but is not interested in them.,האריה מרחרח את המטעמים בסל אבל לא מתעניין בהם.,
91,21,A hungry-looking lion guards the door.,אריה שנראה רעב שומר על הדלת.,
91,22,A lion is sleeping near the door.,אריה ישן ליד הדלת.,
91,23,A dead lion is lying near the door.,אריה מת מוטל ליד הדלת.,
91,24,"A sweet voice from behind the heavy door begs, Help me, please help me!","קול מתוק מאחורי הדלת הכבדה מתחנן: עזרו לי, בבקשה עזרו לי!",
91,25,You must get closer to do that.,אתה חייב להתקרב כדי לעשות את זה.,
91,26,Swords don't fly very well. Think again.,חרבות לא עפות טוב במיוחד. תחשוב שוב.,
92,1,Wooden steps spiral up the white tower. The entrance to the tower is at the bottom of the stairs.,מדרגות עץ מתפתלות במעלה המגדל הלבן. הכניסה למגדל בתחתית המדרגות.,
92,2,The wooden steps spiral dizzily upward.,מדרגות העץ מתפתלות במעלה המגדל באופן מסחרר.,
92,3,You lost your footing on the narrow stairway.,איבדת את האחיזה במדרגות הצרות.,
92,4,You see the strange island surrounded by the colorful sea.,אתה רואה את האי המוזר המוקף בים הצבעוני.,
93,1,Narrow steps spiral up the white quartz tower. The entrance to the tower is at the bottom of the stairs.,מדרגות צרות מתפתלות במעלה מגדל הקוורץ הלבן. הכניסה למגדל בתחתית המדרגות.,
93,2,The wooden steps spiral dizzily upward.,מדרגות העץ מתפתלות במעלה המגדל באופן מסחרר.,
93,3,You see the strange island surrounded by the colorful sea.,אתה רואה את האי המוזר המוקף בים הצבעוני.,
93,4,"From where you are standing, you can only see the gorgeous pink sky through the window.","מהמקום שבו אתה עומד, אתה יכול לראות רק את השמיים הוורודים והמרהיבים דרך החלון.",
93,5,You can't see out the window from here.,אתה לא יכול לראות מהחלון מכאן.,
93,6,You land on the hard floor of the tower and are instantly killed.,אתה נוחת על הרצפה הקשה של המגדל ונהרג מיד.,
93,7,You lost your footing on the narrow stairway.,איבדת את האחיזה במדרגות הצרות.,
95,1,            KING'S QUEST II,            מסע המלך II,
95,2,                 Help,                 עזרה,
95,3,    F1 Displays this message.,    F1 מציג הודעה זו.,
95,4,    F2 Turns the sound off and on.,    F2 מדליק ומכבה קול.,
95,5,    F3 Retypes the last line typed.,    F3 מקליד מחדש את השורה האחרונה.,
95,7,    F5 Saves your current game.,    F5 שומר את המשחק הנוכחי.,
95,9,    F7 Restores a saved game.,    F7 מחזיר משחק שמור.,
95,11,    F9 Restarts the game.,    F9 מתחיל את המשחק מחדש.,
95,13,   TAB Shows the status screen.,   TAB מציג את מסך הסטטוס.,
95,14,   ESC Pauses the game.,   ESC מקפיא את המשחק.,
95,15,Ctrl-J Sets up your joystick.,Ctrl-J מגדיר את הג'ויסטיק.,
95,16,Ctrl-R Toggles RGB monitor modes.,Ctrl-R מחליף בין מצבי מסך RGB.,
95,17,    F1 or HELP Displays this message.,    F1 או עזרה מציג הודעה זו.,
95,18,   TAB Shows status screen. (see below),   TAB מציג מסך סטטוס. (ראה למטה),
95,19,Double clicking joystick button or\n right mouse button also shows status\n screen.,לחיצה כפולה על כפתור ג'ויסטיק או\n כפתור עכבר ימני גם מציג מסך\n סטטוס.,
95,20,     = Makes King Graham swim.,     = גורם למלך גרהאם לשחות.,
95,22,    +  Increases volume.,    +  מגביר עוצמת קול.,
95,23,    -  Decreases volume.,    -  מקטין עוצמת קול.,
96,3,assignn,assignn,
96,1,increment,הגדלה,
96,2,decrement,הקטנה,
96,4,assignv,assignv,
96,5,addn,addn,
96,6,addv,addv,
96,7,subn,subn,
96,8,subv,subv,
96,9,lindirectv,lindirectv,
96,10,rindirect,rindirect,
96,11,lindirectn,lindirectn,
96,12,set,set,
96,13,reset,reset,
96,14,toggle,toggle,
96,15,set.v,set.v,
96,16,reset.v,reset.v,
96,17,toggle.v,toggle.v,
96,18,new.room,new.room,
96,19,new.room.v,new.room.v,
96,20,load.logics,load.logics,
96,21,load.logics.v,load.logics.v,
96,22,call,call,
96,23,call.v,call.v,
96,24,load.pic,load.pic,
96,25,draw.pic,draw.pic,
96,26,show.pic,show.pic,
96,27,discard.pic,discard.pic,
96,28,overlay.pic,overlay.pic,
96,29,show.pri.screen,show.pri.screen,
96,30,load.view,load.view,
96,31,load.view.v,load.view.v,
96,32,discard.view,discard.view,
96,33,animate.obj,animate.obj,
96,34,unanimate.all,unanimate.all,
96,35,draw,draw,
96,36,erase,erase,
96,37,position,position,
96,38,position.v,position.v,
96,39,get.posn,get.posn,
96,40,reposition,reposition,
96,41,set.view,set.view,
96,42,set.view.v,set.view.v,
96,43,set.loop,set.loop,
96,44,set.loop.v,set.loop.v,
96,45,fix.loop,fix.loop,
96,46,release.loop,release.loop,
96,47,set.cel,set.cel,
96,48,set.cel.v,set.cel.v,
96,49,last.cel,last.cel,
96,50,current.cel,current.cel,
96,51,current.loop,current.loop,
96,52,current.view,current.view,
96,53,number.of.loops,number.of.loops,
96,54,set.priority,set.priority,
96,55,set.priority.v,set.priority.v,
96,56,release.priority,release.priority,
96,57,get.priority,get.priority,
96,58,stop.update,stop.update,
96,59,start.update,start.update,
96,60,force.update,force.update,
96,61,ignore.horizon,ignore.horizon,
96,62,observe.horizon,observe.horizon,
96,63,set.horizon,set.horizon,
96,64,object.on.water,object.on.water,
96,65,object.on.land,object.on.land,
96,66,object.on.anything,object.on.anything,
96,67,ignore.objs,ignore.objs,
96,68,observe.objs,observe.objs,
96,69,distance,distance,
96,70,stop.cycling,stop.cycling,
96,71,start.cycling,start.cycling,
96,72,normal.cycle,normal.cycle,
96,73,end.of.loop,end.of.loop,
96,74,reverse.cycle,reverse.cycle,
96,75,reverse.loop,reverse.loop,
96,76,cycle.time,cycle.time,
96,77,stop.motion,stop.motion,
96,78,start.motion,start.motion,
96,79,step.size,step.size,
96,80,step.time,step.time,
96,81,move.obj,move.obj,
96,82,move.obj.v,move.obj.v,
96,83,follow.ego,follow.ego,
96,84,wander,wander,
96,85,normal.motion,normal.motion,
96,86,set.dir,set.dir,
96,87,get.dir,get.dir,
96,88,ignore.blocks,ignore.blocks,
96,89,observe.blocks,observe.blocks,
96,90,block,block,
96,91,unblock,unblock,
96,92,get,get,
96,93,get.v,get.v,
96,94,drop,drop,
96,95,put,put,
96,96,put.v,put.v,
96,97,get.room.v,get.room.v,
96,98,load.sound,load.sound,
96,99,sound,sound,
96,100,stop.sound,stop.sound,
96,101,print,print,
96,102,print.v,print.v,
96,103,display,display,
96,104,display.v,display.v,
96,105,clear.lines,clear.lines,
96,106,text.screen,text.screen,
96,107,graphics,graphics,
96,108,set.cursor.char,set.cursor.char,
96,109,set.text.attribute,set.text.attribute,
96,110,shake.screen,shake.screen,
96,111,configure.screen,configure.screen,
96,112,status.line.on,status.line.on,
96,113,status.line.off,status.line.off,
96,114,set.string,set.string,
96,115,get.string,get.string,
96,116,word.to.string,word.to.string,
96,117,parse,parse,
96,118,get.num,get.num,
96,119,prevent.input,prevent.input,
96,120,accept.input,accept.input,
96,121,set.key,set.key,
96,122,add.to.pic,add.to.pic,
96,123,add.to.pic.v,add.to.pic.v,
96,124,status,status,
96,125,save.game,save.game,
96,126,restore.game,restore.game,
96,127,init.disk,init.disk,
96,128,restart.game,restart.game,
96,129,show.obj,show.obj,
96,130,random,random,
96,131,program.control,program.control,
96,132,player.control,player.control,
96,133,obj.status.v,obj.status.v,
96,134,quit,quit,
96,135,show.mem,show.mem,
96,136,pause,pause,
96,137,echo.line,echo.line,
96,138,cancel.line,cancel.line,
96,139,init.joy,init.joy,
96,140,toggle.monitor,toggle.monitor,
96,141,version,version,
96,142,script.size,script.size,
96,143,set.game.id,set.game.id,
96,144,log,log,
96,145,set.scan.start,set.scan.start,
96,146,reset.scan.start,reset.scan.start,
96,147,reposition.to,reposition.to,
96,148,reposition.to.v,reposition.to.v,
96,149,trace.on,trace.on,
96,150,trace.info,trace.info,
96,151,print.at,print.at,
96,152,print.at.v,print.at.v,
96,153,discard.view.v,discard.view.v,
96,154,clear.text.rect,clear.text.rect,
96,155,set.upper.left,set.upper.left,
96,156,set.menu,set.menu,
96,157,set.menu.item,set.menu.item,
96,158,submit.menu,submit.menu,
96,159,enable.item,enable.item,
96,160,disable.item,disable.item,
96,161,menu.input,menu.input,
96,162,show.obj.v,show.obj.v,
96,163,open.dialogue,open.dialogue,
96,164,close.dialogue,close.dialogue,
96,165,mul.n,mul.n,
96,166,mul.v,mul.v,
96,167,div.n,div.n,
96,168,div.v,div.v,
96,169,close.window,close.window,
96,221,equaln,equaln,
96,222,equalv,equalv,
96,223,lessn,lessn,
96,224,lessv,lessv,
96,225,greatern,greatern,
96,226,greaterv,greaterv,
96,227,isset,isset,
96,228,isset.v,isset.v,
96,229,has,has,
96,230,obj.in.room,obj.in.room,
96,231,posn,posn,
96,232,controller,controller,
96,233,have.key,have.key,
96,234,said,said,
96,235,compare.strings,compare.strings,
96,236,obj.in.box,obj.in.box,
96,237,center.posn,center.posn,
96,238,right.posn,right.posn,
97,1,(c) 1987 Sierra On-Line Inc.,(c) זכויות יוצרים סיירה אונליין.  1986,
97,2,King's Quest ][ - Romancing The Throne,מסע המלך - חיזור לכס המלוכה,
97,3,Version 2.1,גירסה 2.1,
97,4,KING'S QUEST ][,מסע המלך,
97,5,Designed & Written By:,עוצב ונכתב על ידי:,
97,6,Game Logic:,לוגיקת המשחק:,
97,7,Development System:,מערכת פיתוח:,
97,8,Scenery:,נוף:,
97,9,Graphics:,גרפיקה:,
97,10,Roberta Williams,רוברטה וויליאמס,
97,11,Ken Williams,קן וויליאמס,
97,12,Sol Ackerman,סול אקרמן,
97,13,Jeff Stephenson,ג'ף סטפנסון,
97,14,Chris Iden,כריס איידן,
97,15,Doug MacNeill,דאג מקניל,
97,16,Mark Crowe,מארק קרואו,
97,17,ROMANCING THE THRONE,חיזור לכס המלוכה,
97,18,Music:,מוזיקה:,
97,19,Al Lowe,אל לואו,
97,20,Dale Carlson,דייל קרלסון,
97,21,Scott Murphy,סקוט מרפי,
97,22,Robert Heitman,רוברט הייטמן,
97,31,"Sir Graham is now King of Daventry. Under his wise rule, Daventry is prosperous. He is loved by his people.","סר גרהאם הוא כעת מלך דבנטרי. תחת שלטונו החכם, דבנטרי משגשגת. הוא אהוב על עמו.",
97,32,"Unfortunately, there is a problem. King Graham needs a queen for companionship and to provide an heir to the throne.","לרוע המזל, יש בעיה. המלך גרהאם זקוק למלכה לבת זוג וכדי לספק יורש לכס המלוכה.",
97,33,"He has searched high and low for the right maiden, but he remains alone.","הוא חיפש בכל מקום את העלמה המתאימה, אבל הוא נשאר לבדו.",
97,34,An idea comes to him! He goes to the magic mirror and looks into its depths.,לפתע רעיון עולה בדעתו! הוא ניגש למראה הקסומה ומסתכל לעומקה.,
97,35,He sees a vision of a quartz tower. To reach it he must pass through a magic door in the nearby land of Kolyma.,הוא רואה מחזה של מגדל קוורץ. כדי להגיע אליו הוא חייב לעבור דרך דלת קסומה בארץ קולימה הסמוכה.,
97,36,The scene then changes to show a beautiful girl locked within the tower! Graham now knows what to do.,הסצינה משתנה ומראה בחורה יפה כלואה במגדל! גרהאם יודע כעת מה לעשות.,
97,37,"Bravely, he sets off to find the land of Kolyma and the beautiful maiden.","באומץ, הוא יוצא למצוא את ארץ קולימה והעלמה היפה.",
98,1,discard.view(%v18):%m30,discard.view(%v18):%m30,
98,2,"set.view(%v18,_):%m26","set.view(%v18,_):%m26",
98,3,"set.view(_,%v18):%m30","set.view(_,%v18):%m30",
98,4,"set.loop(%v18,_):%m26","set.loop(%v18,_):%m26",
98,5,"set.loop(%v18,_):\nBad loop #.%m25","set.loop(%v18,_):\nמספר לולאה שגוי.%m25",
98,6,"set.loop(%v18,_):%m31","set.loop(%v18,_):%m31",
98,7,"set.cel(%v18,_):%m26","set.cel(%v18,_):%m26",
98,8,"set.cel(%v18,_):\nBad cel #.%m25","set.cel(%v18,_):\nמספר תא שגוי.%m25",
98,9,sound(%v18):\nSound not loaded.%m25,sound(%v18):\nצליל לא נטען.%m25,
98,10,"set.cel(%v18,_):%m31","set.cel(%v18,_):%m31",
98,11,Script buffer overflow.\nMaximum size = %v18%m25,גלישת מאגר סקריפט.\nגודל מקסימלי = %v18%m25,
98,12,erase(%v18):%m26,erase(%v18):%m26,
98,13,animate.obj(%v18):%m26,animate.obj(%v18):%m26,
98,14,stop.update(%v18):%m28,stop.update(%v18):%m28,
98,15,Bad test: %v18%m25,בדיקה שגויה: %v18%m25,
98,16,Bad action: %v18%m25,פעולה שגויה: %v18%m25,
98,17,start.update(%v18):%m28,start.update(%v18):%m28,
98,18,draw.pic(%v18):%m32,draw.pic(%v18):%m32,
98,19,draw(%v18):%m26,draw(%v18):%m26,
98,20,draw(%v18):%m31,draw(%v18):%m31,
98,21,discard.pic(%v18):%m32,discard.pic(%v18):%m32,
98,22,,,
98,23,get(%v18) or put(%v18):%m26,get(%v18) or put(%v18):%m26,
98,25,\nPress ESC to quit.,\nלחץ ESC כדי לצאת.,
98,26,%m27.%m25,%m27.%m25,
98,27,\nBad object number,\nמספר אובייקט שגוי,
98,28,%m27 or object not drawn.%m25,%m27 או אובייקט לא מצויר.%m25,
98,29,\nView not ,\nתצוגה לא ,
98,30,%m29loaded.%m25,%m29נטענה.%m25,
98,31,%m29set.%m25,%m29מוגדרת.%m25,
98,32,Picture not loaded.%m25,תמונה לא נטענה.%m25,
99,1,new room: ,חדר חדש: ,
99,2,x: ,x: ,
99,3,y: ,y: ,
99,4,object number: ,מספר אובייקט: ,
99,5,var number: ,מספר משתנה: ,
99,6,var value: ,ערך משתנה: ,
99,7,object #: ,אובייקט #: ,
99,8,var %v111: %v126,var %v111: %v126,
99,9,flag number: ,מספר דגל: ,
99,10,flag %v111 is set,דגל %v111 מוגדר,
99,11,flag %v111 is not set,דגל %v111 לא מוגדר,
99,12,Word not known: ,מילה לא מוכרת: ,
99,13,%m12%w1,%m12%w1,
99,14,%m12%w2,%m12%w2,
99,15,%m12%w3,%m12%w3,
99,16,No response to input.,אין תגובה לקלט.,
99,20,drown.swim = %v95\ngenie.delay = %v88,drown.swim = %v95\ngenie.delay = %v88,
99,21,in.boat is set,in.boat is set,
99,22,on.water is set,on.water is set,
99,23,keep.cycling is set,keep.cycling is set,
99,24,ego.flying is set,ego.flying is set,
99,25,snakeInAction is set,snakeInAction is set,
99,26,hag.in.room is set,hag.in.room is set,
99,27,enchanter.in.room is set,enchanter.in.room is set,
99,28,dwarf.in.room is set,dwarf.in.room is set,
99,30,is.carpet.room is set,is.carpet.room is set,
99,31,egoFallingCliff is set,egoFallingCliff is set,
99,32,ego.falling.chasm is set,ego.falling.chasm is set,
99,33,ego.fell is set,ego.fell is set,
100,1,Ken and Roberta Williams wish to thank you for playing King's Quest We are very sorry that you did not succeed and hope you will fare better next time. Good luck.,קן ורוברטה וויליאמס רוצים להודות לך על שיחקת במסע המלך. אנו מצטערים מאוד שלא הצלחת ומקווים שתצליח יותר בפעם הבאה. בהצלחה.,
100,2,"As you are dead, I can only permit you to: Restore Game, Restart Game or Take Inventory. Sorry.","מכיוון שאתה מת, אני יכול לאפשר לך רק: שחזור משחק, התחלת משחק מחדש או צפייה במלאי. סליחה.",
100,3,Ken and Roberta Williams wish to thank you for playing King's Quest. We are pleased to see that you are doing so well and hope that your score will keep improving.,קן ורוברטה וויליאמס רוצים להודות לך על שיחקת במסע המלך. אנו שמחים לראות שאתה מצליח כל כך טוב ומקווים שהציון שלך ימשיך להתשפר.,
100,4,Ken and Roberta Williams wish to thank you for playing King's Quest. We are delighted by your score and hope you are enjoying the game.,קן ורוברטה וויליאמס רוצים להודות לך על שיחקת במסע המלך. אנו מאושרים מהציון שלך ומקווים שאתה נהנה מהמשחק.,
101,1,"You splash around in the water for a while but seem to have forgotten how to swim. Unfortunately, you drown.","אתה מתיז במים זמן מה אבל נראה ששכחת איך לשחות. לרוע המזל, אתה טובע.",
101,2,"This is a poisoned lake! Too bad, you die of extreme poisoning.","זה אגם מורעל! חבל, אתה מת מהרעלה קיצונית.",
101,3,You need to be in the water in order to swim.,אתה צריך להיות במים כדי לשחות.,
101,4,You are already swimming!,אתה כבר שוחה!,
101,5,The water is too turbulent to swim in. You have just drowned.,המים סוערים מדי לשחייה. זה עתה טבעת.,
106,1,"If you have enjoyed this game, please ask your dealer about availability of:","אם נהנית מהמשחק הזה, בבקשה שאל את הסוחר שלך על זמינות של:",
106,2,"""King's Quest III--To heir is human, to really foul things up takes a computer"".","מסע המלך III--היורש הטבעי, כי כדי להרוס משחק צריך מחשב.",
106,3,It is unfortunate that you have returned to Daventry without a bride.,חבל שחזרת לדבנטרי בלי כלה.,
106,4,Thank you from the King's Quest development team:,תודה מצוות הפיתוח של מסע המלך:,
106,5,"Ken, Roberta, Sol, Jeff, Chris, Scott, Doug, Mark, Al, Dale, and Emo.","קן, רוברטה, סול, ג'ף, כריס, סקוט, דאג, מארק, אל, דייל ואמו.",
106,6,"At this point, I can only permit you to: Restore Game, Restart the Game or Take Inventory. Sorry.","בשלב זה, אני יכול לאפשר לך רק: שחזור משחק, התחלת המשחק מחדש או צפייה במלאי. סליחה.",
