חדר,אינדקס,מקור,תרגום,הערות
86,12,"""Oh, I remember!"" squeaks the first mouse. ""Remember when they first buried the treasure? It was on a small beach, and behind the beach was a high mountain range. I remember hearing one pirate say that nobody has ever crossed those mountains alive.""","""אה, אני זוכר!"" חורק העכבר הראשון. ""זוכר מתי הם קברו את האוצר לראשונה? זה היה על חוף קטן, ומאחורי היה רכס הרים גבוה. אני זוכר ששמעתי פיראט אחד אומר שאף אחד לא חצה את ההרים האלה אי פעם.""",
86,13,"""You know the pirate's buried treasure?"" you hear one of the mice say to the other.","""אתה מכיר את האוצר הקבור של הפיראטים?"" אתה שומע את אחד העכברים אומר לשני.",
86,14,"""What about it?"" asks the second mouse.","""מה לגבי זה?"" שואל העכבר השני.",
86,15,"Says the first, ""Well, I just heard the captain talking about it with one of his men. He said it was buried... now let me see if I can remember. Oh, yeah! He said it was buried near a lone palm tree. From the palm, you walk five paces to the east and then start digging.""","אומר הראשון, ""טוב, בדיוק שמעתי את הקפטן מדבר על זה עם אחד מאנשיו. הוא אמר שהוא קבור... עכשיו תן לי לראות אם אני זוכר. אה, כן! הוא אמר שזה קבור ליד עץ דקל בודד. מהדקל, צועדים חמישה צעדים מזרחה ואז מתחילים לחפור"".",
86,16,"""Too bad we can't do anything about it,"" muses the other mouse.","""חבל שאנחנו לא יכולים לעשות שום דבר בנידון"", מהרהר העכבר השני.",
86,17,"""What do you think the pirates will do with the boy they shang-hai'd,"" a little gray mouse squeaks to a companion.","""מה אתה חושב שהפיראטים יעשו עם הילד שהם חטפו,"" חורק עכבר אפור קטן לחברו.",
86,18,"""They'll probably make him a cabin boy,"" answered the other mouse.","""בטח יעשו ממנו משרת"", ענה העכבר השני.",
86,19,"""What happened to the last cabin boy they had?""","""מה קרה למשרת האחרון שהיה להם?""",
86,20,"""Didn't you hear? They fed him to the sharks just for sport.""","""לא שמעת? הם האכילו אותו לכרישים רק בשביל הספורט.""",
86,21,"You listen as two mice talk to each other. One says, ""I heard the pirates talking about bringing a CAT on board!""","אתה מקשיב כששני עכברים מדברים ביניהם. אחד אומר, ""שמעתי את הפיראטים מדברים על הבאת חתול לסיפון!""",
86,22,"""No! Don't scare me like that!"" exclaimed the other mouse.","""לא! אל תפחיד אותי ככה!"" צועק העכבר השני.",
86,23,"Retorts the first, ""I mean it! They said there's getting to be too many mice on this ship. We need to call a ""mouse counsel"" and decide what to do about this situation!""","משיב הראשון, ""אני מתכוון לזה! הם אמרו שהולכים להיות יותר מדי עכברים על הספינה הזו. אנחנו צריכים לזמן ישיבת ""התייעצות עכברית"" ולהחליט מה לעשות עם המצב הזה!""",
86,24,"""It's getting so musty and damp down here, don't you think?"" you hear one gray mouse ask the other.","""זה נהיה כל כך מעופש וטחוב כאן למטה, אתה לא חושב?"" אתה שומע עכבר אפור אחד שואל את השני.",
86,25,"""That's water seeping through the hull,"" explains the second mouse. ""But, I agree with you, it is getting uncomfortable. Why, I have a hard time keeping mildew off my nest!""","""אלה מים שמחלחלים דרך גוף הספינה"", מסביר העכבר השני. ""אבל, אני מסכים איתך, זה מתחיל להיות לא נוח. בחיי, אני מתקשה להרחיק את עובש מהקן שלי!""",
86,26,"""Yes, but it is safer down here,"" returns the first. ""I guess we gotta take the bad with the good.""","""כן, אבל יותר בטוח כאן למטה,"" משיב הראשון. ""אני מניח שאנחנו צריכים להסתכל על חצי הכוס המלאה.""",
87,1,Dark storm clouds begin to gather around until you are enveloped by them. You hear loud reports of thunderclaps and lightning flashes frighteningly close.,ענני סערה אפלים מתחילים להתאסף מסביב עד שאתה עטוף בהם. אתה שומע קולות נפץ חזקים של סופת ברקים איומה מתקרבת.,
87,2,,,
89,1,And so it shall be!,וכך יהיה!,
89,2,The map looks blank there!,המפה נראית ריקה שם!,
89,3,,,
89,4,"The magic map's faded ink has brightened, but only in those places where you have been!","הדיו הדהוי של מפת הקסם התבהר, אבל רק במקומות שבהם היית!",
89,5,%v221.,,
89,6, ,,
89,7,"The magic map's ink has faded away. So far, it isn't much help.","הדיו של מפת הקסם נמוג. עד כה, היא לא ממש עוזרת.",
89,8,Press F6 to teleport.\n\nPress F8 to put the map away.,הקש F6 לטלפורט.\in\הקש F8 כדי לסגור את המפה.,
92,1,"Wiz is home, after his nap.",,
92,2,Wiz is in town.,,
92,3,"Wiz is home, before bed.",,
92,4,Wiz is in nappy-poo land.,,
92,5,Wiz will change in %v84:%v83|2.,,
92,6,Last wiz temper was = %v129.,,
92,7,Wiz status = %v128.,,
92,8,You have %v110:%v109|2 without him to ,,
92,9,Wiz IS on screen.,,
92,10,Wiz IS NOT on screen.,,
92,11,%m8clean the kitchen.,,
92,12,%m8dump his crap.,,
92,13,%m8fix him din-din.,,
92,14,%m8dust his office.,,
92,15,%m8feed your chicks.,,
92,16,%m21cleaning the kitchen.,,
92,17,%m21dumping his crap.,,
92,18,%m21fixing din-din.,,
92,19,%m21dusting his office.,,
92,20,%m21feeding your chicks.,,
92,21,Your last chore was ,,
92,22,Make.wiz.come = %v123.,,
92,23,This room's wiz.x/y is %v32/%v31.,,
92,24,You've been in this room %v47 seconds.,היית בחדר הזה %v47 שניות.,
92,25,A Few Interesting Statistics about,כמה סטטיסטיקות מעניינות על,
92,26,YOUR LITTLE WIZZER,,
92,27,Current.status = %v44.,,
92,28,,,
92,29,,,
93,1,You are magic (to me).,,
94,1,"Sailing, sailing.",,
95,1,We be goin' mountain!,,
96,1,increment,,
96,2,decrement,,
96,3,assignn,,
96,4,assignv,,
96,5,addn,,
96,6,addv,,
96,7,subn,,
96,8,subv,,
96,9,lindirectv,,
96,10,rindirect,,
96,11,lindirectn,,
96,12,set,,
96,13,reset,,
96,14,toggle,,
96,15,set.v,,
96,16,reset.v,,
96,17,toggle.v,,
96,18,new.room,,
96,19,new.room.v,,
96,20,load.logics,,
96,21,load.logics.v,,
96,22,call,,
96,23,call.v,,
96,24,load.pic,,
96,25,draw.pic,,
96,26,show.pic,,
96,27,discard.pic,,
96,28,overlay.pic,,
96,29,show.pri.screen,,
96,30,load.view,,
96,31,load.view.v,,
96,32,discard.view,,
96,33,animate.obj,,
96,34,unanimate.all,,
96,35,draw,,
96,36,erase,,
96,37,position,,
96,38,position.v,,
96,39,get.posn,,
96,40,reposition,,
96,41,set.view,,
96,42,set.view.v,,
96,43,set.loop,,
96,44,set.loop.v,,
96,45,fix.loop,,
96,46,release.loop,,
96,47,set.cel,,
96,48,set.cel.v,,
96,49,last.cel,,
96,50,current.cel,,
96,51,current.loop,,
96,52,current.view,,
96,53,number.of.loops,,
96,54,set.priority,,
96,55,set.priority.v,,
96,56,release.priority,,
96,57,get.priority,,
96,58,stop.update,,
96,59,start.update,,
96,60,force.update,,
96,61,ignore.horizon,,
96,62,observe.horizon,,
96,63,set.horizon,,
96,64,object.on.water,,
96,65,object.on.land,,
96,66,object.on.anything,,
96,67,ignore.objs,,
96,68,observe.objs,,
96,69,distance,,
96,70,stop.cycling,,
96,71,start.cycling,,
96,72,normal.cycle,,
96,73,end.of.loop,,
96,74,reverse.cycle,,
96,75,reverse.loop,,
96,76,cycle.time,,
96,77,stop.motion,,
96,78,start.motion,,
96,79,step.size,,
96,80,step.time,,
96,81,move.obj,,
96,82,move.obj.v,,
96,83,follow.ego,,
96,84,wander,,
96,85,normal.motion,,
96,86,set.dir,,
96,87,get.dir,,
96,88,ignore.blocks,,
96,89,observe.blocks,,
96,90,block,,
96,91,unblock,,
96,92,get,,
96,93,get.v,,
96,94,drop,,
96,95,put,,
96,96,put.v,,
96,97,get.room.v,,
96,98,load.sound,,
96,99,sound,,
96,100,stop.sound,,
96,101,print,,
96,102,print.v,,
96,103,display,,
96,104,display.v,,
96,105,clear.lines,,
96,106,text.screen,,
96,107,graphics,,
96,108,set.cursor.char,,
96,109,set.text.attribute,,
96,110,shake.screen,,
96,111,configure.screen,,
96,112,status.line.on,,
96,113,status.line.off,,
96,114,set.string,,
96,115,get.string,,
96,116,word.to.string,,
96,117,parse,,
96,118,get.num,,
96,119,prevent.input,,
96,120,accept.input,,
96,121,set.key,,
96,122,add.to.pic,,
96,123,add.to.pic.v,,
96,124,status,,
96,125,save.game,,
96,126,restore.game,,
96,127,init.disk,,
96,128,restart.game,,
96,129,show.obj,,
96,130,random,,
96,131,program.control,,
96,132,player.control,,
96,133,obj.status.v,,
96,134,quit,,
96,135,show.mem,,
96,136,pause,,
96,137,echo.line,,
96,138,cancel.line,,
96,139,init.joy,,
96,140,toggle.monitor,,
96,141,version,,
96,142,script.size,,
96,143,set.game.id,,
96,144,log,,
96,145,set.scan.start,,
96,146,reset.scan.start,,
96,147,reposition.to,,
96,148,reposition.to.v,,
96,149,trace.on,,
96,150,trace.info,,
96,151,print.at,,
96,152,print.at.v,,
96,153,discard.view.v,,
96,154,clear.text.rect,,
96,155,set.upper.left,,
96,156,set.menu,,
96,157,set.menu.item,,
96,158,submit.menu,,
96,159,enable.item,,
96,160,disable.item,,
96,161,equaln,,
96,162,equalv,,
96,163,lessn,,
96,164,lessv,,
96,165,greatern,,
96,166,greaterv,,
96,167,isset,,
96,168,isset.v,,
96,169,has,,
96,170,obj.in.room,,
96,171,posn,,
96,172,controller,,
96,173,have.key,,
96,174,said,,
96,175,compare.strings,,
96,176,obj.in.box,,
96,177,center.posn,,
96,178,right.posn,,
97,1,"You got 'em, Porky.","יש לך אותם, שמן.",
98,1,discard.view(%v18):%m30,,
98,2,"set.view(%v18,_):%m26",,
98,3,"set.view(_,%v18):%m30",,
98,4,"set.loop(%v18,_):%m26",,
98,5,"set.loop(%v18,_):\nBad loop #.%m25",,
98,6,"set.loop(%v18,_):%m31",,
98,7,"set.cel(%v18,_):%m26",,
98,8,"set.cel(%v18,_):\nBad cel #.%m25",,
98,9,sound(%v18):\nSound not loaded.%m25,,
98,10,"set.cel(%v18,_):%m31",,
98,11,Script buffer overflow.\nMaximum size = %v18%m25,,
98,12,erase(%v18):%m26,,
98,13,animate.obj(%v18):%m26,,
98,14,print(%v18): no message%m25,,
98,15,Bad test: %v18%m25,,
98,16,Bad action: %v18%m25,,
98,17,start.update(%v18):%m28,,
98,18,draw.pic(%v18):%m32,,
98,19,draw(%v18):%m26,,
98,20,draw(%v18):%m31,,
98,21,discard.pic(%v18):%m32,,
98,22,set.scan.start() already active\nin logic %v18.%m25,,
98,23,get(%v18) or put(%v18):%m26,,
98,24,,,
98,25,\nPress ESC to quit.,,
98,26,%m27.%m25,,
98,27,\nBad object number,,
98,28,%m27 or object not drawn.%m25,,
98,29,\nView not ,,
98,30,%m29loaded.%m25,,
98,31,%m29set.%m25,,
98,32,Picture not loaded.%m25,,
99,1,New room:,,
99,2,X coordinate:,,
99,3,Y coordinate:,,
99,4,Object number:,,
99,5,Flag number:,,
99,6,New value:,,
99,7,Current room = %v0,,
99,8,Variable number:,,
99,9,Variable %v45 = %v46,,
99,10,Flag %v45 set,,
99,11,Flag %v45 not set,,
99,12,New priority:,,
99,13,Object %v46 is in room %v45.,,
99,14,%v45|3/%v46|3,,
99,15,%v0|3,,
99,16,He's sleeping.,הוא ישן.,
99,17,"Coming, Dear!","באה, יקירי!",לבדוק הקשר במשחק
99,18,He's dead.,הוא מת.,
99,19,"He won't show up until you ""do chore.""","הוא לא יופיע עד שתבצע את ""המטלה שלך"".",
99,20,"Unknown wor  """,,
99,21,"%m20%w1""",,
99,22,"%m20%w2""",,
99,23,"%m20%w3""",,
99,24,"%m20%w4""",,
99,25,"%m20%w5""",,
99,26,"%m20%w6""",,
99,27,"%m20%w7""",,
99,28,"%m20%w8""",,
99,29,H,,
99,30, ,,
99,31,Done.,בוצע.,
99,32, %v45|2 %o45,,
99,33,(Sorry. Do the best you can!),(צר לנו. תעשה כמיטב יכולתך!),
101,1,_,,
101,2,],<,
101,3,KQ3,,
102,1,KING'S QUEST III,מסע המלך 3,
102,2,Help,עזרה,
102,3,F1 displays this message.,F1 הצג הודעה זו.,
102,4,F2 turns the sound off and on.,F2 השתק או הפעל את הקול.,
102,5,F3 retypes the last line typed.,F3 כתוב מחדש את השורה האחרונה.,
102,6,F4 shows objects you are carrying.,F4 הצג חפצים שאתה נושא עמך.,
102,7,F5 saves your current game.,F5 שמור משחק נוכחי.,
102,9,F7 restores a saved game.,F6 טען משחק שמור.,
102,11,F9 restarts the game.,F9 התחל משחק חדש.,
102,12,F10 changes speed,F10 שנה מהירות.,
102,13,TAB shows the status screen.,TAB הצג את מסך הסטטוס.,
102,14,ESC displays the menus.,ESC הצג תפריטים.,
102,15,"For a Hint Book, call (209) 683-6858.","לרמזים, צור קשר עם קבוצת הרפתקה עברית.",
102,16,F1 or HELP displays this message.,"F1 או רשום ""עזרה"" להצגת מסך זה.",
102,17,"ESC displays the menus, as does","ESC מציג את התפריטים, וכמו כן",
102,18,clicking the joystick button or,לחיצה על כפתור הג'ויסטיק או,
102,19,the right mouse button.,כפתור העכבר הימני.,
103,1,,,
103,2,Ouch!,אווץ',
103,3,"Fell from %v250/%v251, area %v39","נפלת מ- %v250/%v251, אזור %v39",
103,4,ERROR!! Fell from %v250/%v251.,שגיאה!! נפלת מ- %v250/%v251.,
104,1,You don't need to break windows. Use the front door.,אתה לא צריך לשבור את החלון. תשתמש בדלת.,
104,2,That detestable pet of Manannan's is a constant annoyance.,חיית המחמד הנתעבת הזו של מננן היא מטרד תמידי.,
104,3,The thought of doing anything nice to that obscene ball of fur makes you sick.,המחשבה לעשות משהו נחמד לכדור הפרווה הדוחה הזה עושה לך בחילה.,
104,4,You're too far away.,אתה רחוק מדי.,
104,5,The despicable cat slips away from your grasp with a fierce scratch to your arm.,החתול הנתעב חומק מאחיזתך עם שריטה עזה בזרועך.,
104,6,A horribly intense thunderstorm is raging outside.,סופת רעמים עזה להחריד משתוללת בחוץ.,
104,7,"Good idea, but how? As much as you'd love to, you haven't the heart.","רעיון טוב, אבל איך? כמה שהיית רוצה בכך, אין לך את הלב לעשות את זה.",
104,8,"Nimbly, you grab the nasty cat by the scruff of its neck, avoiding its needle-sharp claws. Now that you have it, what are you going to do with it?","בזריזות, אתה תופס את החתול המגעיל בצווארו, נמנע מהציפורניים החדות שלו. כעת כשיש לך אותו, מה אתה הולך לעשות איתו?",
104,9,You don't have it.,אין לך את זה.,
104,10,"The detestable cat leaps from your arms, snarling and screeching!","החתול המתועב מזנק מזרועותיך, רוטן וצווח!",
104,11,You don't have the cat.,אין לך את החתול.,
104,12,"""Screeeeeeeeeeeeech!!!!!!!!""","""מיאווווווווווווו!!!!!!!!""",
104,13,"(heh, heh, heh)","(חה, חה, חה)",
104,14,"""Get lost, Gwydion, you creep!""","""לך לעזאזל, גווידיון, יא חלאה!""",
104,15,"%m5 As he does so he snickers, ""Ha, ha! Missed me!""","%m5 כשהוא עושה זאת הוא מגחך, ""הא, הא! פספסת אותי!""",
104,16,The cat's only response is an arched back and a hiss.,התגובה היחידה של החתול היא גב מקומר ונשיפה מאיימת.,
104,17,"The cat stares at you with cold eyes, his tail twitching slightly.","החתול בוהה בך בעיניים קרות, זנבו מתפתל קלות.",
104,18,Manannan's pet totally ignores you as you speak to him.,חיית המחמד של מננן מתעלמת ממך לחלוטין כשאתה מדבר איתה.,
104,19,"You manage to pluck some fur before he viciously scratches, and leaps from your arms. With grim satisfaction, you survey your wounds. ""Stupid cat,"" you scoff, ""whether you know it or not, you just helped me.""","אתה מצליח לתלוש קצת פרווה לפני שהוא שורט באכזריות, ומזנק מזרועותיך. בסיפוק עגום, אתה סוקר את הפצעים שלך. ""חתול טיפש,"" אתה לועג, ""בין אם אתה יודע את זה או לא, פשוט עזרת לי.""",
104,20,You can see most of the countryside of Llewdor from this vantage point.,אתה יכול לראות את רוב האזור הכפרי של לודור מהנקודה הגבוהה הזו.,
104,21,What window?,איזה חלון?,
104,22,These windows do not open.,החלונות לא נפתחים.,
104,23,"""Ha, ha! Missed me!!""","""הא, הא! פספסת אותי!!""",
104,24,"""HEY! That hurt!!""","""היי! זה כאב!!""",
104,25,"""Ow! I'll get you for that, Gwydion!""","""אוי! אני אחזיר לך על זה, גווידיון!""",
104,26,"""Wait till I catch you on the steps, you creep!""","""חכה שאתפוס אותך על המדרגות, יא חלאה!""",
104,27,"""The next scratch is gonna be on your jug'lar, Chicken Boy!!""","""השריטה הבאה תהיה על העורק הראשי שלך, רבע-עוף שכמוך!!""",
105,1,"Manannan appears older than old. His long, white beard straggles thinly past his waist, his skin resembles old parchment paper, and his hands are gnarled and twisted. But, don't be fooled! The old wizard is smart and powerful, and his magic is formidable.","מננן נראה זקן מאוד. הזקן הלבן והארוך שלו משתרך בדלילות מעבר למותניו, עורו דומה לנייר פרגמנט ישן, וידיו מסוקסות ועקומות. אבל, אל תלך שולל! המכשף הזקן חכם וחזק, והקסם שלו אדיר.",
105,2,Your own death would result from that! He's too powerful for you.,זה יוביל למוות שלך! הוא חזק מדי עבורך.,
105,3,"Ugh!! You don't want to do THAT, do you!?","אוף!! אתה לא רוצה לעשות את זה, נכון!?",
105,4,Do you really think you can catch a wizard?,אתה באמת חושב שתוכל לתפוס מכשף?,
105,5,"How can you without proper materials? Besides, you have to get up pretty early to out-spell this old wizard.","איך תוכל בלי החומרים המתאימים? חוץ מזה, תצטרך לקום מוקדם מאוד כדי לעשות את זה.",להבין הקשר במשחק
105,6,,,
105,7,,,
105,8,Wiz in %v125.,,
105,9,"""Out of my way, Gwydion!""","""זוז מדרכי, גווידיון!""",
105,10,"""I mean it, boy... stay away from me!""","""אני מתכוון לזה, ילד... תתרחק ממני!""",
105,11,"""Gwydion, let this be a lesson to you!""","""גווידיון, זה ילמד אותך לקח!""",
105,12,"""Attempt to use magic around me, will you?!""","""מנסה להשתמש בקסם סביבי, הא?!""",
105,13,"Manannan is bothered by your interruption. ""Gwydion, I've many things on my mind. Get to work, or I'll find you something to do.""","מננן מוטרד מההפרעה שלך. ""גווידיון, יש לי הרבה דברים על הראש. לך לעבוד, או שאני אמצא לך משהו לעשות.""",
105,14,"With annoyance, Manannan looks your way, ""Don't bother me, boy. I've got important things to think about.""","בעצבנות, מננן מסתכל לעברך, ""אל תפריע לי, ילד. יש לי דברים חשובים לחשוב עליהם.""",
105,15,"""Shoo, boy! I don't want to be bothered!""","""קישטה, ילד! אני לא רוצה שיפריעו לי!""",
105,16,"""Your kitchen is filthy! Go clean it, now!""","""המטבח שלך מטונף! לך תנקה אותו, עכשיו!""",
105,17,"""Gwydion, my chamber pot needs servicing. Go empty it, immediately!""","""גווידיון, סיר הלילה שלי צריך שירות. לך לרוקן אותו מיד!""",
105,18,,,
105,19,"""My office is dusty. Clean it at once!""","""המשרד שלי מאובק. נקה אותו מיד!""",
105,20,"""You've been neglecting my chickens again, Gwydion. Feed them, and quickly!!""","""שוב הזנחת את התרנגולות שלי, גווידיון. האכל אותן, ומהר!!""",
105,21,"""When I assign a chore, I want it done immediately!""","""כשאני מטיל מטלה, אני רוצה שהיא תבוצע מיד!""",
105,22,"""You aren't to be in this room without my express permission!"" Manannan says gruffly. ""Go find something to do.""","""אתה לא אמור להיות בחדר הזה בלי רשות מפורשת ממני!"" מננן אומר בגסות. ""לך תמצא מה לעשות.""",
105,23,"""Instead of fooling around in here, you should have finished that chore I assigned to you earlier!""","""במקום להשתטות כאן, היית צריך לסיים כבר את המטלה שייעדתי לך קודם!""",
105,24,"Oh, oh. It's him, again!","או או. זה הוא, שוב!",
105,25,You feel Manannan's cold gaze is quite unnerving.,אתה מרגיש שהמבט הקר של מננן די מטריד.,
106,1,"""%m6, I have awakened.""","""%m6, התעוררתי.""",
106,2,"""%m6, I have decided to take a journey.""","""%m6, החלטתי לצאת למסע.""",
106,3,"""I have returned, %m6, and am ready to eat.""","""חזרתי, %m6, ואני מוכן לאכול.""",
106,4,"""I am going to bed, %m6. Do not disturb me.""","""אני הולך לישון, %m6. אל תפריע לי.""",
106,5," When will you learn to OBEY!"" Up goes the dreaded finger.","""מתי תלמד לציית!""והינה מתרוממת לה האצבע האיומה.",
106,6,Gwydion,גווידיון,
106,7,Manannan,מננן,
106,8,"""%m6! You were assigned a chore. You know what happens to lazy boys!"" %m7 shakes his head in disgust. ""","""%m6! הוטלה עליך מטלה. אתה יודע מה קורה לנערים עצלנים!"" %m7 מנענע בראשו בשאט נפש. """,
106,9,%m8The kitchen is still dirty.%m5,%m8המטבח עדיין מלוכלך.%m5,
106,10,%m8You failed to empty my chamber pot.%m5,%m8כשלת בריקון סיר הלילה שלי.%m5,
106,11,%m8I am still hungry.%m5,%m8אני עדיין רעב.%m5,
106,12,%m8You did not dust my study.%m5,%m8לא ניקית אבק בחדר העבודה שלי.%m5,
106,13,%m8You failed to feed my fowl.%m5,%m8כשלת בהאכלת העופות שלי.%m5,
106,14,You are forbidden to be here!,אסור לך להיות כאן!,
106,15,,,
106,16,"""Perhaps you'd like a closer view of the ground, %m6,"" says %m7.","""אולי תרצה להביט מקרוב על הקרקע, %m6,"" אומר %m7.",
106,17,"""Try hanging around in the kitchen a while, %m6,"" growls %m7.","""נסה לבלות קצת זמן במטבח, %m6,"" נוהם %m7.",
106,18,"""You need to work off a little of that weight, %m6,"" snarls %m7.","""אתה צריך להוריד קצת משקל, %m6,"" נוהם %m7.",
106,19,"%m7 leers, ""Like a bad little boy, you need to spend some time in your room!""","%m7 נותן בך מבט מלגלג, ""כילד רע, אתה צריך לבלות קצת זמן בחדר שלך!""",
106,20,"""%m14"" hisses the old wizard, displaying no emotion, his face stony and cold.","""%m14"" לוחש למכשף הזקן, מציג אף לו רגש, פניו נוקשות כאבן.",
106,21,"%m7's eyes narrow to slits. ""%m6!! %m14 I've a good mind to..."" His face softens as he continues, ""Well, maybe next time. For now... GO HOME!""","%m7מצטמצמות לחריצים ""%m6!! %m14 יש לי ראש טוב ל..."" פניו מתרככות כשהוא ממשיך, ""נו טוב, אולי בפעם הבאה. כעת... חזור הביתה!""",
106,22,"""Attempting magic around me will always fail,"" %m7 laughs. ""Be gone, %m6; you bore me!""","""ניסוי קסמים סביבי תמיד ייכשל,"" %m7 צוחק. ""הסתלק, %m6; אתה משעמם אותי!""",
106,23,"""I am ravenous. Fix me something immediately!""","""אני רעב. סדר לי משהו לאכול מיד!""",
106,24,"""My magic wand is missing!! It's time to teach you a LESSON, boy!""","""מטה הקסם שלי חסר!! הגיע הזמן ללמד אותך לקח, ילד!""",
106,25,"""I've tried to be patient with you, %m6, but this is the final straw."" With a snaggle-toothed grin, %m7 raises his finger.","""ניסיתי להיות סבלני איתך, %m6, אבל זה שבר את הקש האחרון על גב הגמל."" בחיוך שיניים מתכרבל, %m7 מרים את אצבעו.",
106,26,"""You're up to no good, %m6"" %m7 snarls through clenched teeth. ""Never again will you discover my secrets!""","""אתה חסר תועלת, %m6"" %m7 נוהם מבעד לשיניים חשוקות. ""לעולם לא תגלה שוב את הסודות שלי!""",
106,27,"""There's no way you could have collected these things without disobeying me, %m6"" the hateful wizard hisses as he takes the offensive objects from you.","""אין סיכוי שאספת את כל הדברים האלה מבלי להמרות את פי, %m6"" לוחש המכשף הנתעב כשהוא לוקח ממך את החפצים הפוגעניים.",
106,28,"""You'll create no magic around me, %m6"" the hateful wizard growls as he takes the offending ingredients from you.","""לא תיצור שום קסם סביבי, %m6"" נוהם המכשף הנתעב כשהוא לוקח ממך את המרכיבים הפוגעים.",
106,29,"""You've discovered the secrets of `The Sorcery of Old.' Never again will you disobey me, %m6!!""","""גילית את סודות 'הכישוף של פעם'. לעולם לא תמרה את פי שוב, %m6!!""",
108,1,It's just an ordinary shovel.,זו את-חפירה סטנדרתית.,
108,2,You already have it.,כבר יש לך את זה.,
108,3,You can't get it from there.,אתה לא יכול לקחת את זה משם.,
108,4,You have uncovered a small chest. You remove it from the hole and open it. Inside you find precious gems and ingots of gold and silver. You close the chest and take it and its contents with you.,"חשפת תיבה קטנה. אתה מוציא אותה מהחור ופותח אותה. בתוכה, אתה מוצא אבני חן יקרות ומטילי כסף וזהב. אתה סוגר את התיבה ולוקח אותה ואת תכולתה איתך.",
108,5,"You dig and dig, but unfortunately... find nothing.","אתה חופר וחופר, אך למרבה הצער... לא מוצא דבר.",
108,6,"You dig in the sand with your bare hands, but to no avail.","אתה חופר בחול בידייך בלבד, אך לשווה.",
108,7,You're too close to the ocean to dig. The hole would fill in too quickly.,אתה קרוב מדי לאוקיינוס מכדי לחפור. החור יתמלא מהר מדי.,
108,8,,,
108,9,Now is not the time to think about digging a hole!,עכשיו זה לא הזמן לחשוב על חפירת בור!,
109,1,The crates are sealed tightly. You can't open them no matter what you do.,הארגזים אטומים היטב. אתה לא יכול לפתוח אותם לא משנה מה תעשה.,
109,2,"You try to jump up on the large crates, but they are too tall!","אתה מנסה לקפוץ על הארגזים הגדולים, אבל הם גבוהים מדי!",
109,3,You're not close enough.,אתה לא קרוב מספיק.,
109,4,All of the crates are nailed shut. You have no means of opening them.,כל הארגזים סגורים במסמרים. אין לך דרך לפתוח אותם.,
109,5,"You're not carrying a box, are you?","אתה לא נושא שום קופסה, נכון?",
109,6,"You notice many crates and boxes in the cargo hold. One, in particular, captures your attention, for it lies directly under the dangling rope ladder!","אתה מבחין בארגזים ובקופסאות רבות בתא המטען. אחת, באופן מיוחד, לוכדת את תשומת לבך, כי הוא נמצאת ממש מתחת לסולם החבלים המשתלשל!",
109,7,%m6 There is also a smaller crate here.,%m6 יש כאן גם ארגז קטן יותר.,
109,8,Large wooden crates are stacked along one wall of the hold.,ארגזי עץ גדולים מוערמים לאורך קיר אחד של תא המטען.,
109,9,%m8 There is also a smaller crate here.,%m8 יש כאן גם ארגז קטן יותר.,
109,10,All of the large crates are too heavy to move.,כל הארגזים הגדולים כבדים מדי מכדי להזיז אותם.,
109,11,Why don't you try jumping.,למה שלא תנסה לקפוץ.,
109,12,"As your sleep spell takes effect, a silence suddenly descends over the ship.","כשכישוף השינה שלך מתחיל לפעול, דממה יורדת לפתע על הספינה.",
109,13,"""Wait a second...""","""רק רגע...""",
109,14,"""Who's steering the ship?"" you ask.","""מי מנווט את הספינה?"" אתה שואל.",
109,15,"Unfortunately, there is no reply.","למרבה הצער, אין תשובה.",
109,16,You can't jump while you are carrying a crate around.,אתה לא יכול לקפוץ בזמן שאתה סוחב ארגז.,
109,17,Now is not the time to be jumping.,עכשיו זה לא הזמן לקפוץ.,
109,18,You can't do that... at least not now!,אתה לא יכול לעשות את זה... לפחות לא כרגע!,
109,19,"With no one to steer the ship, you are doomed to drift at sea forever.","ללא מי שינווט את הספינה, נגזר עליך להיסחף בים לנצח.",
110,1,There is a rushing stream flowing through the forest floor.,יש נחל שוצף בקרקעית היער.,
110,2,,,
110,3,Clear water flows over and around the rocks of the stream. Wet mud lines its banks.,מים צלולים זורמים מעל ומסביב לסלעי הנחל. בוץ רטוב מקיף את גדותיו.,
110,4,The thought of carrying around a handful of mud doesn't appeal to you.,המחשבה לסחוב חופן של בוץ לא מושכת אותך.,
110,5,With the wooden spoon you kneel and scoop a spoonful of wet mud from the stream's bank. You carry it with you.,עם כף העץ אתה כורע ברך וגורף כף של בוץ רטוב מגדת הנחל. אתה נושא אותה איתך.,
110,6,You only need one spoonful of mud.,אתה צריך רק כף אחת של בוץ.,
110,7,You have no need to carry around the stream water. If you are thirsty then just get a drink.,אין צורך לסחוב את מי הנחל. אם אתה צמא פשוט שתה.,
110,8,"Cupping your hands, you bring the refreshing water to your lips and drink deeply. Aaahhhh!!","בקימור ידיך בצורת קערה, אתה מקרב את המים המרעננים לשפתיך ושותה לרויה. אההההה!!",
110,9,You are already carrying it.,אתה כבר נושא את זה.,
110,10,There is no mud around here.,אין שום בוץ בסביבה.,
110,11,You need to move closer.,תצטרך להתקרב.,
110,12,You need a spoon to get mud.,תזדקק לכף כדי לקחת בוץ.,
